dateymd,state,confirmed,deceased,recovered,confirmed_prev,confirmed_diff,confirmed_perc,confirmed_cum,confirmed_cum_prev,confirmed_cum_diff,confirmed_cum_perc,deceased_prev,deceased_diff,deceased_perc,deceased_cum,deceased_cum_prev,deceased_cum_diff,deceased_cum_perc,recovered_prev,recovered_diff,recovered_perc,recovered_cum,recovered_cum_prev,recovered_cum_diff,recovered_cum_perc,active,active_cum,active_prev,active_diff,active_perc,active_cum_prev,active_cum_diff,active_cum_perc
2020-07-20,India,36806,596,24303,40235,-3429,-8.52,1154808,1118002,36806,3.29,675,-79,-11.7,28100,27504,596,2.17,22730,1573,6.92,724695,700392,24303,3.47,11907,402013,16830,-4923,-29.25,390106,11907,3.05
2020-07-21,India,39170,671,27589,36806,2364,6.42,1193978,1154808,39170,3.39,596,75,12.58,28771,28100,671,2.39,24303,3286,13.52,752284,724695,27589,3.81,10910,412923,11907,-997,-8.37,402013,10910,2.71
2020-07-22,India,45601,1130,31875,39170,6431,16.42,1239579,1193978,45601,3.82,671,459,68.41,29901,28771,1130,3.93,27589,4286,15.54,784159,752284,31875,4.24,12596,425519,10910,1686,15.45,412923,12596,3.05
2020-07-23,India,48443,755,33326,45601,2842,6.23,1288022,1239579,48443,3.91,1130,-375,-33.19,30656,29901,755,2.52,31875,1451,4.55,817485,784159,33326,4.25,14362,439881,12596,1766,14.02,425519,14362,3.38
2020-07-24,India,48888,763,32514,48443,445,0.92,1336910,1288022,48888,3.8,755,8,1.06,31419,30656,763,2.49,33326,-812,-2.44,849999,817485,32514,3.98,15611,455492,14362,1249,8.7,439881,15611,3.55
2020-07-25,India,50072,703,37125,48888,1184,2.42,1386982,1336910,50072,3.75,763,-60,-7.86,32122,31419,703,2.24,32514,4611,14.18,887124,849999,37125,4.37,12244,467736,15611,-3367,-21.57,455492,12244,2.69
2020-07-26,India,48932,704,31512,50072,-1140,-2.28,1435914,1386982,48932,3.53,703,1,0.14,32826,32122,704,2.19,37125,-5613,-15.12,918636,887124,31512,3.55,16716,484452,12244,4472,36.52,467736,16716,3.57
2020-07-27,India,46484,642,34354,48932,-2448,-5.0,1482398,1435914,46484,3.24,704,-62,-8.81,33468,32826,642,1.96,31512,2842,9.02,952990,918636,34354,3.74,11488,495940,16716,-5228,-31.28,484452,11488,2.37
2020-07-28,India,49631,774,35683,46484,3147,6.77,1532029,1482398,49631,3.35,642,132,20.56,34242,33468,774,2.31,34354,1329,3.87,988673,952990,35683,3.74,13174,509114,11488,1686,14.68,495940,13174,2.66
2020-07-29,India,52479,775,32886,49631,2848,5.74,1584508,1532029,52479,3.43,774,1,0.13,35017,34242,775,2.26,35683,-2797,-7.84,1021559,988673,32886,3.33,18818,527932,13174,5644,42.84,509114,18818,3.7
2020-07-30,India,54968,784,37425,52479,2489,4.74,1639476,1584508,54968,3.47,775,9,1.16,35801,35017,784,2.24,32886,4539,13.8,1058984,1021559,37425,3.66,16759,544691,18818,-2059,-10.94,527932,16759,3.17
2020-07-31,India,57486,764,36554,54968,2518,4.58,1696962,1639476,57486,3.51,784,-20,-2.55,36565,35801,764,2.13,37425,-871,-2.33,1095538,1058984,36554,3.45,20168,564859,16759,3409,20.34,544691,20168,3.7
2020-08-01,India,55117,854,51368,57486,-2369,-4.12,1752079,1696962,55117,3.25,764,90,11.78,37419,36565,854,2.34,36554,14814,40.53,1146906,1095538,51368,4.69,2895,567754,20168,-17273,-85.65,564859,2895,0.51
2020-08-02,India,52672,760,40355,55117,-2445,-4.44,1804751,1752079,52672,3.01,854,-94,-11.01,38179,37419,760,2.03,51368,-11013,-21.44,1187261,1146906,40355,3.52,11557,579311,2895,8662,299.21,567754,11557,2.04
2020-08-03,India,50488,806,43070,52672,-2184,-4.15,1855239,1804751,50488,2.8,760,46,6.05,38985,38179,806,2.11,40355,2715,6.73,1230331,1187261,43070,3.63,6612,585923,11557,-4945,-42.79,579311,6612,1.14
2020-08-04,India,51282,849,51220,50488,794,1.57,1906521,1855239,51282,2.76,806,43,5.33,39834,38985,849,2.18,43070,8150,18.92,1281551,1230331,51220,4.16,-787,585136,6612,-7399,-111.9,585923,-787,-0.13
2020-08-05,India,56626,919,45583,51282,5344,10.42,1963147,1906521,56626,2.97,849,70,8.24,40753,39834,919,2.31,51220,-5637,-11.01,1327134,1281551,45583,3.56,10124,595260,-787,10911,0.0,585136,10124,1.73
2020-08-06,India,62170,899,50141,56626,5544,9.79,2025317,1963147,62170,3.17,919,-20,-2.18,41652,40753,899,2.21,45583,4558,10.0,1377275,1327134,50141,3.78,11130,606390,10124,1006,9.94,595260,11130,1.87
2020-08-07,India,61455,936,50387,62170,-715,-1.15,2086772,2025317,61455,3.03,899,37,4.12,42588,41652,936,2.25,50141,246,0.49,1427662,1377275,50387,3.66,10132,616522,11130,-998,-8.97,606390,10132,1.67
2020-08-08,India,65156,875,52135,61455,3701,6.02,2151928,2086772,65156,3.12,936,-61,-6.52,43463,42588,875,2.05,50387,1748,3.47,1479797,1427662,52135,3.65,12146,628668,10132,2014,19.88,616522,12146,1.97
2020-08-09,India,62117,1013,54474,65156,-3039,-4.66,2214045,2151928,62117,2.89,875,138,15.77,44476,43463,1013,2.33,52135,2339,4.49,1534271,1479797,54474,3.68,6630,635298,12146,-5516,-45.41,628668,6630,1.05
2020-08-10,India,53016,887,47362,62117,-9101,-14.65,2267061,2214045,53016,2.39,1013,-126,-12.44,45363,44476,887,1.99,54474,-7112,-13.06,1581633,1534271,47362,3.09,4767,640065,6630,-1863,-28.1,635298,4767,0.75
2020-08-11,India,61252,835,56461,53016,8236,15.53,2328313,2267061,61252,2.7,887,-52,-5.86,46198,45363,835,1.84,47362,9099,19.21,1638094,1581633,56461,3.57,3956,644021,4767,-811,-17.01,640065,3956,0.62
2020-08-12,India,67066,950,57759,61252,5814,9.49,2395379,2328313,67066,2.88,835,115,13.77,47148,46198,950,2.06,56461,1298,2.3,1695853,1638094,57759,3.53,8357,652378,3956,4401,111.25,644021,8357,1.3
2020-08-13,India,64141,1006,54776,67066,-2925,-4.36,2459520,2395379,64141,2.68,950,56,5.89,48154,47148,1006,2.13,57759,-2983,-5.16,1750629,1695853,54776,3.23,8359,660737,8357,2,0.02,652378,8359,1.28
2020-08-14,India,65610,989,56920,64141,1469,2.29,2525130,2459520,65610,2.67,1006,-17,-1.69,49143,48154,989,2.05,54776,2144,3.91,1807549,1750629,56920,3.25,7701,668438,8359,-658,-7.87,660737,7701,1.17
2020-08-15,India,63986,952,53116,65610,-1624,-2.48,2589116,2525130,63986,2.53,989,-37,-3.74,50095,49143,952,1.94,56920,-3804,-6.68,1860665,1807549,53116,2.94,9918,678356,7701,2217,28.79,668438,9918,1.48
2020-08-16,India,58096,952,57404,63986,-5890,-9.21,2647212,2589116,58096,2.24,952,0,0.0,51047,50095,952,1.9,53116,4288,8.07,1918069,1860665,57404,3.09,-260,678096,9918,-10178,-102.62,678356,-260,-0.04
2020-08-17,India,54298,880,58172,58096,-3798,-6.54,2701510,2647212,54298,2.05,952,-72,-7.56,51927,51047,880,1.72,57404,768,1.34,1976241,1918069,58172,3.03,-4754,673342,-260,-4494,0.0,678096,-4754,-0.7
2020-08-18,India,64999,1099,60455,54298,10701,19.71,2766509,2701510,64999,2.41,880,219,24.89,53026,51927,1099,2.12,58172,2283,3.92,2036696,1976241,60455,3.06,3445,676787,-4754,8199,0.0,673342,3445,0.51
2020-08-19,India,69196,979,59365,64999,4197,6.46,2835705,2766509,69196,2.5,1099,-120,-10.92,54005,53026,979,1.85,60455,-1090,-1.8,2096061,2036696,59365,2.91,8852,685639,3445,5407,156.95,676787,8852,1.31
2020-08-20,India,68518,981,61873,69196,-678,-0.98,2904223,2835705,68518,2.42,979,2,0.2,54986,54005,981,1.82,59365,2508,4.22,2157934,2096061,61873,2.95,5664,691303,8852,-3188,-36.01,685639,5664,0.83
2020-08-21,India,68519,953,62858,68518,1,0.0,2972742,2904223,68519,2.36,981,-28,-2.85,55939,54986,953,1.73,61873,985,1.59,2220792,2157934,62858,2.91,4708,696011,5664,-956,-16.88,691303,4708,0.68
2020-08-22,India,70067,918,59101,68519,1548,2.26,3042809,2972742,70067,2.36,953,-35,-3.67,56857,55939,918,1.64,62858,-3757,-5.98,2279893,2220792,59101,2.66,10048,706059,4708,5340,113.42,696011,10048,1.44
2020-08-23,India,61749,846,56896,70067,-8318,-11.87,3104558,3042809,61749,2.03,918,-72,-7.84,57703,56857,846,1.49,59101,-2205,-3.73,2336789,2279893,56896,2.5,4007,710066,10048,-6041,-60.12,706059,4007,0.57
2020-08-24,India,59696,854,66305,61749,-2053,-3.32,3164254,3104558,59696,1.92,846,8,0.95,58557,57703,854,1.48,56896,9409,16.54,2403094,2336789,66305,2.84,-7463,702603,4007,-11470,-286.25,710066,-7463,-1.05
2020-08-25,India,66873,1066,64151,59696,7177,12.02,3231127,3164254,66873,2.11,854,212,24.82,59623,58557,1066,1.82,66305,-2154,-3.25,2467245,2403094,64151,2.67,1656,704259,-7463,9119,0.0,702603,1656,0.24
2020-08-26,India,75995,1017,56191,66873,9122,13.64,3307122,3231127,75995,2.35,1066,-49,-4.6,60640,59623,1017,1.71,64151,-7960,-12.41,2523436,2467245,56191,2.28,18787,723046,1656,17131,1034.48,704259,18787,2.67
2020-08-27,India,76827,1066,59620,75995,832,1.09,3383949,3307122,76827,2.32,1017,49,4.82,61706,60640,1066,1.76,56191,3429,6.1,2583056,2523436,59620,2.36,16141,739187,18787,-2646,-14.08,723046,16141,2.23
2020-08-28,India,76657,1019,64475,76827,-170,-0.22,3460606,3383949,76657,2.27,1066,-47,-4.41,62725,61706,1019,1.65,59620,4855,8.14,2647531,2583056,64475,2.5,11163,750350,16141,-4978,-30.84,739187,11163,1.51
2020-08-29,India,78479,943,64982,76657,1822,2.38,3539085,3460606,78479,2.27,1019,-76,-7.46,63668,62725,943,1.5,64475,507,0.79,2712513,2647531,64982,2.45,12554,762904,11163,1391,12.46,750350,12554,1.67
2020-08-30,India,79461,960,60422,78479,982,1.25,3618546,3539085,79461,2.25,943,17,1.8,64628,63668,960,1.51,64982,-4560,-7.02,2772935,2712513,60422,2.23,18079,780983,12554,5525,44.01,762904,18079,2.37
2020-08-31,India,68766,816,64435,79461,-10695,-13.46,3687312,3618546,68766,1.9,960,-144,-15.0,65444,64628,816,1.26,60422,4013,6.64,2837370,2772935,64435,2.32,3515,784498,18079,-14564,-80.56,780983,3515,0.45
2020-09-01,India,78168,1027,62145,68766,9402,13.67,3765480,3687312,78168,2.12,816,211,25.86,66471,65444,1027,1.57,64435,-2290,-3.55,2899515,2837370,62145,2.19,14996,799494,3515,11481,326.63,784498,14996,1.91
2020-09-02,India,82860,1026,67874,78168,4692,6.0,3848340,3765480,82860,2.2,1027,-1,-0.1,67497,66471,1026,1.54,62145,5729,9.22,2967389,2899515,67874,2.34,13960,813454,14996,-1036,-6.91,799494,13960,1.75
2020-09-03,India,84156,1083,67491,82860,1296,1.56,3932496,3848340,84156,2.19,1026,57,5.56,68580,67497,1083,1.6,67874,-383,-0.56,3034880,2967389,67491,2.27,15582,829036,13960,1622,11.62,813454,15582,1.92
2020-09-04,India,87115,1066,69625,84156,2959,3.52,4019611,3932496,87115,2.22,1083,-17,-1.57,69646,68580,1066,1.55,67491,2134,3.16,3104505,3034880,69625,2.29,16424,845460,15582,842,5.4,829036,16424,1.98
2020-09-05,India,90600,1044,73161,87115,3485,4.0,4110211,4019611,90600,2.25,1066,-22,-2.06,70690,69646,1044,1.5,69625,3536,5.08,3177666,3104505,73161,2.36,16395,861855,16424,-29,-0.18,845460,16395,1.94
2020-09-06,India,91725,1005,69630,90600,1125,1.24,4201936,4110211,91725,2.23,1044,-39,-3.74,71695,70690,1005,1.42,73161,-3531,-4.83,3247296,3177666,69630,2.19,21090,882945,16395,4695,28.64,861855,21090,2.45
2020-09-07,India,75015,1129,74116,91725,-16710,-18.22,4276951,4201936,75015,1.79,1005,124,12.34,72824,71695,1129,1.57,69630,4486,6.44,3321412,3247296,74116,2.28,-230,882715,21090,-21320,-101.09,882945,-230,-0.03
2020-09-08,India,89855,1107,74608,75015,14840,19.78,4366806,4276951,89855,2.1,1129,-22,-1.95,73931,72824,1107,1.52,74116,492,0.66,3396020,3321412,74608,2.25,14140,896855,-230,14370,0.0,882715,14140,1.6
2020-09-09,India,95536,1168,73062,89855,5681,6.32,4462342,4366806,95536,2.19,1107,61,5.51,75099,73931,1168,1.58,74608,-1546,-2.07,3469082,3396020,73062,2.15,21306,918161,14140,7166,50.68,896855,21306,2.38
2020-09-10,India,96762,1213,70904,95536,1226,1.28,4559104,4462342,96762,2.17,1168,45,3.85,76312,75099,1213,1.62,73062,-2158,-2.95,3539986,3469082,70904,2.04,24645,942806,21306,3339,15.67,918161,24645,2.68
2020-09-11,India,97655,1202,81456,96762,893,0.92,4656759,4559104,97655,2.14,1213,-11,-0.91,77514,76312,1202,1.58,70904,10552,14.88,3621442,3539986,81456,2.3,14997,957803,24645,-9648,-39.15,942806,14997,1.59
2020-09-12,India,94414,1111,77862,97655,-3241,-3.32,4751173,4656759,94414,2.03,1202,-91,-7.57,78625,77514,1111,1.43,81456,-3594,-4.41,3699304,3621442,77862,2.15,15441,973244,14997,444,2.96,957803,15441,1.61
2020-09-13,India,93220,1140,77748,94414,-1194,-1.26,4844393,4751173,93220,1.96,1111,29,2.61,79765,78625,1140,1.45,77862,-114,-0.15,3777052,3699304,77748,2.1,14332,987576,15441,-1109,-7.18,973244,14332,1.47
2020-09-14,India,81913,1054,79213,93220,-11307,-12.13,4926306,4844393,81913,1.69,1140,-86,-7.54,80819,79765,1054,1.32,77748,1465,1.88,3856265,3777052,79213,2.1,1646,989222,14332,-12686,-88.52,987576,1646,0.17
2020-09-15,India,91098,1281,82849,81913,9185,11.21,5017404,4926306,91098,1.85,1054,227,21.54,82100,80819,1281,1.59,79213,3636,4.59,3939114,3856265,82849,2.15,6968,996190,1646,5322,323.33,989222,6968,0.7
2020-09-16,India,97860,1140,82924,91098,6762,7.42,5115264,5017404,97860,1.95,1281,-141,-11.01,83240,82100,1140,1.39,82849,75,0.09,4022038,3939114,82924,2.11,13796,1009986,6968,6828,97.99,996190,13796,1.38
2020-09-17,India,96787,1175,87788,97860,-1073,-1.1,5212051,5115264,96787,1.89,1140,35,3.07,84415,83240,1175,1.41,82924,4864,5.87,4109826,4022038,87788,2.18,7824,1017810,13796,-5972,-43.29,1009986,7824,0.77
2020-09-18,India,92973,1221,95515,96787,-3814,-3.94,5305024,5212051,92973,1.78,1175,46,3.91,85636,84415,1221,1.45,87788,7727,8.8,4205341,4109826,95515,2.32,-3763,1014047,7824,-11587,-148.1,1017810,-3763,-0.37
2020-09-19,India,92574,1149,94389,92973,-399,-0.43,5397598,5305024,92574,1.75,1221,-72,-5.9,86785,85636,1149,1.34,95515,-1126,-1.18,4299730,4205341,94389,2.24,-2964,1011083,-3763,799,0.0,1014047,-2964,-0.29
2020-09-20,India,87395,1135,92926,92574,-5179,-5.59,5484993,5397598,87395,1.62,1149,-14,-1.22,87920,86785,1135,1.31,94389,-1463,-1.55,4392656,4299730,92926,2.16,-6666,1004417,-2964,-3702,0.0,1011083,-6666,-0.66
2020-09-21,India,74493,1056,102070,87395,-12902,-14.76,5559486,5484993,74493,1.36,1135,-79,-6.96,88976,87920,1056,1.2,92926,9144,9.84,4494726,4392656,102070,2.32,-28633,975784,-6666,-21967,0.0,1004417,-28633,-2.85
2020-09-22,India,83362,1085,89657,74493,8869,11.91,5642848,5559486,83362,1.5,1056,29,2.75,90061,88976,1085,1.22,102070,-12413,-12.16,4584383,4494726,89657,1.99,-7380,968404,-28633,21253,0.0,975784,-7380,-0.76
2020-09-23,India,86703,1123,87459,83362,3341,4.01,5729551,5642848,86703,1.54,1085,38,3.5,91184,90061,1123,1.25,89657,-2198,-2.45,4671842,4584383,87459,1.91,-1879,966525,-7380,5501,0.0,968404,-1879,-0.19
2020-09-24,India,85921,1144,81142,86703,-782,-0.9,5815472,5729551,85921,1.5,1123,21,1.87,92328,91184,1144,1.25,87459,-6317,-7.22,4752984,4671842,81142,1.74,3635,970160,-1879,5514,0.0,966525,3635,0.38
2020-09-25,India,85717,1093,93331,85921,-204,-0.24,5901189,5815472,85717,1.47,1144,-51,-4.46,93421,92328,1093,1.18,81142,12189,15.02,4846315,4752984,93331,1.96,-8707,961453,3635,-12342,-339.53,970160,-8707,-0.9
2020-09-26,India,88759,1124,92365,85717,3042,3.55,5989948,5901189,88759,1.5,1093,31,2.84,94545,93421,1124,1.2,93331,-966,-1.04,4938680,4846315,92365,1.91,-4730,956723,-8707,3977,0.0,961453,-4730,-0.49
2020-09-27,India,82770,1040,74691,88759,-5989,-6.75,6072718,5989948,82770,1.38,1124,-84,-7.47,95585,94545,1040,1.1,92365,-17674,-19.13,5013371,4938680,74691,1.51,7039,963762,-4730,11769,0.0,956723,7039,0.74
2020-09-28,India,69669,775,85198,82770,-13101,-15.83,6142387,6072718,69669,1.15,1040,-265,-25.48,96360,95585,775,0.81,74691,10507,14.07,5098569,5013371,85198,1.7,-16304,947458,7039,-23343,-331.62,963762,-16304,-1.69
2020-09-29,India,80500,1178,86150,69669,10831,15.55,6222887,6142387,80500,1.31,775,403,52.0,97538,96360,1178,1.22,85198,952,1.12,5184719,5098569,86150,1.69,-6828,940630,-16304,9476,0.0,947458,-6828,-0.72
2020-09-30,India,86748,1179,85274,80500,6248,7.76,6309635,6222887,86748,1.39,1178,1,0.08,98717,97538,1179,1.21,86150,-876,-1.02,5269993,5184719,85274,1.64,295,940925,-6828,7123,0.0,940630,295,0.03
2020-10-01,India,81784,1099,78731,86748,-4964,-5.72,6391419,6309635,81784,1.3,1179,-80,-6.79,99816,98717,1099,1.11,85274,-6543,-7.67,5348724,5269993,78731,1.49,1954,942879,295,1659,562.37,940925,1954,0.21
2020-10-02,India,79883,1068,76339,81784,-1901,-2.32,6471302,6391419,79883,1.25,1099,-31,-2.82,100884,99816,1068,1.07,78731,-2392,-3.04,5425063,5348724,76339,1.43,2476,945355,1954,522,26.71,942879,2476,0.26
2020-10-03,India,75479,937,81655,79883,-4404,-5.51,6546781,6471302,75479,1.17,1068,-131,-12.27,101821,100884,937,0.93,76339,5316,6.96,5506718,5425063,81655,1.51,-7113,938242,2476,-9589,-387.28,945355,-7113,-0.75
2020-10-04,India,74770,903,76713,75479,-709,-0.94,6621551,6546781,74770,1.14,937,-34,-3.63,102724,101821,903,0.89,81655,-4942,-6.05,5583431,5506718,76713,1.39,-2846,935396,-7113,4267,0.0,938242,-2846,-0.3
2020-10-05,India,60130,886,75855,74770,-14640,-19.58,6681681,6621551,60130,0.91,903,-17,-1.88,103610,102724,886,0.86,76713,-858,-1.12,5659286,5583431,75855,1.36,-16611,918785,-2846,-13765,0.0,935396,-16611,-1.78
2020-10-06,India,71869,990,81945,60130,11739,19.52,6753550,6681681,71869,1.08,886,104,11.74,104600,103610,990,0.96,75855,6090,8.03,5741231,5659286,81945,1.45,-11066,907719,-16611,5545,0.0,918785,-11066,-1.2
2020-10-07,India,78809,963,83209,71869,6940,9.66,6832359,6753550,78809,1.17,990,-27,-2.73,105563,104600,963,0.92,81945,1264,1.54,5824440,5741231,83209,1.45,-5363,902356,-11066,5703,0.0,907719,-5363,-0.59
2020-10-08,India,70797,967,78745,78809,-8012,-10.17,6903156,6832359,70797,1.04,963,4,0.42,106530,105563,967,0.92,83209,-4464,-5.36,5903185,5824440,78745,1.35,-8915,893441,-5363,-3552,0.0,902356,-8915,-0.99
2020-10-09,India,73305,929,82628,70797,2508,3.54,6976461,6903156,73305,1.06,967,-38,-3.93,107459,106530,929,0.87,78745,3883,4.93,5985813,5903185,82628,1.4,-10252,883189,-8915,-1337,0.0,893441,-10252,-1.15
2020-10-10,India,74418,921,89024,73305,1113,1.52,7050879,6976461,74418,1.07,929,-8,-0.86,108380,107459,921,0.86,82628,6396,7.74,6074837,5985813,89024,1.49,-15527,867662,-10252,-5275,0.0,883189,-15527,-1.76
2020-10-11,India,67789,813,71565,74418,-6629,-8.91,7118668,7050879,67789,0.96,921,-108,-11.73,109193,108380,813,0.75,89024,-17459,-19.61,6146402,6074837,71565,1.18,-4589,863073,-15527,10938,0.0,867662,-4589,-0.53
2020-10-12,India,54262,710,78365,67789,-13527,-19.95,7172930,7118668,54262,0.76,813,-103,-12.67,109903,109193,710,0.65,71565,6800,9.5,6224767,6146402,78365,1.27,-24813,838260,-4589,-20224,0.0,863073,-24813,-2.87
2020-10-13,India,63717,727,74079,54262,9455,17.42,7236647,7172930,63717,0.89,710,17,2.39,110630,109903,727,0.66,78365,-4286,-5.47,6298846,6224767,74079,1.19,-11089,827171,-24813,13724,0.0,838260,-11089,-1.32
2020-10-14,India,67811,690,81582,63717,4094,6.43,7304458,7236647,67811,0.94,727,-37,-5.09,111320,110630,690,0.62,74079,7503,10.13,6380428,6298846,81582,1.3,-14461,812710,-11089,-3372,0.0,827171,-14461,-1.75
2020-10-15,India,63441,882,70792,67811,-4370,-6.44,7367899,7304458,63441,0.87,690,192,27.83,112202,111320,882,0.79,81582,-10790,-13.23,6451220,6380428,70792,1.11,-8233,804477,-14461,6228,0.0,812710,-8233,-1.01
2020-10-16,India,62304,840,70568,63441,-1137,-1.79,7430203,7367899,62304,0.85,882,-42,-4.76,113042,112202,840,0.75,70792,-224,-0.32,6521788,6451220,70568,1.09,-9104,795373,-8233,-871,0.0,804477,-9104,-1.13
2020-10-17,India,61893,1032,72583,62304,-411,-0.66,7492096,7430203,61893,0.83,840,192,22.86,114074,113042,1032,0.91,70568,2015,2.86,6594371,6521788,72583,1.11,-11722,783651,-9104,-2618,0.0,795373,-11722,-1.47
2020-10-18,India,56519,582,66418,61893,-5374,-8.68,7548615,7492096,56519,0.75,1032,-450,-43.6,114656,114074,582,0.51,72583,-6165,-8.49,6660789,6594371,66418,1.01,-10481,773170,-11722,1241,0.0,783651,-10481,-1.34
2020-10-19,India,45506,589,69800,56519,-11013,-19.49,7594121,7548615,45506,0.6,582,7,1.2,115245,114656,589,0.51,66418,3382,5.09,6730589,6660789,69800,1.05,-24883,748287,-10481,-14402,0.0,773170,-24883,-3.22
2020-10-20,India,54348,714,61828,45506,8842,19.43,7648469,7594121,54348,0.72,589,125,21.22,115959,115245,714,0.62,69800,-7972,-11.42,6792417,6730589,61828,0.92,-8194,740093,-24883,16689,0.0,748287,-8194,-1.1
2020-10-21,India,56264,701,79561,54348,1916,3.53,7704733,7648469,56264,0.74,714,-13,-1.82,116660,115959,701,0.6,61828,17733,28.68,6871978,6792417,79561,1.17,-23998,716095,-8194,-15804,0.0,740093,-23998,-3.24
2020-10-22,India,54371,686,74569,56264,-1893,-3.36,7759104,7704733,54371,0.71,701,-15,-2.14,117346,116660,686,0.59,79561,-4992,-6.27,6946547,6871978,74569,1.09,-20884,695211,-23998,3114,0.0,716095,-20884,-2.92
2020-10-23,India,53931,655,66994,54371,-440,-0.81,7813035,7759104,53931,0.7,686,-31,-4.52,118001,117346,655,0.56,74569,-7575,-10.16,7013541,6946547,66994,0.96,-13718,681493,-20884,7166,0.0,695211,-13718,-1.97
2020-10-24,India,50366,578,62270,53931,-3565,-6.61,7863401,7813035,50366,0.64,655,-77,-11.76,118579,118001,578,0.49,66994,-4724,-7.05,7075811,7013541,62270,0.89,-12482,669011,-13718,1236,0.0,681493,-12482,-1.83
2020-10-25,India,45922,483,59304,50366,-4444,-8.82,7909323,7863401,45922,0.58,578,-95,-16.44,119062,118579,483,0.41,62270,-2966,-4.76,7135115,7075811,59304,0.84,-13865,655146,-12482,-1383,0.0,669011,-13865,-2.07
2020-10-26,India,36019,485,63734,45922,-9903,-21.56,7945342,7909323,36019,0.46,483,2,0.41,119547,119062,485,0.41,59304,4430,7.47,7198849,7135115,63734,0.89,-28200,626946,-13865,-14335,0.0,655146,-28200,-4.3
2020-10-27,India,43036,511,58429,36019,7017,19.48,7988378,7945342,43036,0.54,485,26,5.36,120058,119547,511,0.43,63734,-5305,-8.32,7257278,7198849,58429,0.81,-15904,611042,-28200,12296,0.0,626946,-15904,-2.54
2020-10-28,India,50188,515,56594,43036,7152,16.62,8038566,7988378,50188,0.63,511,4,0.78,120573,120058,515,0.43,58429,-1835,-3.14,7313872,7257278,56594,0.78,-6921,604121,-15904,8983,0.0,611042,-6921,-1.13
2020-10-29,India,48765,562,57867,50188,-1423,-2.84,8087331,8038566,48765,0.61,515,47,9.13,121135,120573,562,0.47,56594,1273,2.25,7371739,7313872,57867,0.79,-9664,594457,-6921,-2743,0.0,604121,-9664,-1.6
2020-10-30,India,48117,550,59005,48765,-648,-1.33,8135448,8087331,48117,0.59,562,-12,-2.14,121685,121135,550,0.45,57867,1138,1.97,7430744,7371739,59005,0.8,-11438,583019,-9664,-1774,0.0,594457,-11438,-1.92
2020-10-31,India,47228,469,58682,48117,-889,-1.85,8182676,8135448,47228,0.58,550,-81,-14.73,122154,121685,469,0.39,59005,-323,-0.55,7489426,7430744,58682,0.79,-11923,571096,-11438,-485,0.0,583019,-11923,-2.05
2020-11-01,India,45928,491,53312,47228,-1300,-2.75,8228604,8182676,45928,0.56,469,22,4.69,122645,122154,491,0.4,58682,-5370,-9.15,7542738,7489426,53312,0.71,-7875,563221,-11923,4048,0.0,571096,-7875,-1.38
2020-11-02,India,37592,498,58524,45928,-8336,-18.15,8266196,8228604,37592,0.46,491,7,1.43,123143,122645,498,0.41,53312,5212,9.78,7601262,7542738,58524,0.78,-21430,541791,-7875,-13555,0.0,563221,-21430,-3.8
2020-11-03,India,46027,510,53328,37592,8435,22.44,8312223,8266196,46027,0.56,498,12,2.41,123653,123143,510,0.41,58524,-5196,-8.88,7654590,7601262,53328,0.7,-7811,533980,-21430,13619,0.0,541791,-7811,-1.44
2020-11-04,India,50465,707,55873,46027,4438,9.64,8362688,8312223,50465,0.61,510,197,38.63,124360,123653,707,0.57,53328,2545,4.77,7710463,7654590,55873,0.73,-6115,527865,-7811,1696,0.0,533980,-6115,-1.15
2020-11-05,India,47628,672,54133,50465,-2837,-5.62,8410316,8362688,47628,0.57,707,-35,-4.95,125032,124360,672,0.54,55873,-1740,-3.11,7764596,7710463,54133,0.7,-7177,520688,-6115,-1062,0.0,527865,-7177,-1.36
2020-11-06,India,50017,577,53946,47628,2389,5.02,8460333,8410316,50017,0.59,672,-95,-14.14,125609,125032,577,0.46,54133,-187,-0.35,7818542,7764596,53946,0.69,-4506,516182,-7177,2671,0.0,520688,-4506,-0.87
2020-11-07,India,46153,557,48582,50017,-3864,-7.73,8506486,8460333,46153,0.55,577,-20,-3.47,126166,125609,557,0.44,53946,-5364,-9.94,7867124,7818542,48582,0.62,-2986,513196,-4506,1520,0.0,516182,-2986,-0.58
2020-11-08,India,46707,491,48465,46153,554,1.2,8553193,8506486,46707,0.55,557,-66,-11.85,126657,126166,491,0.39,48582,-117,-0.24,7915589,7867124,48465,0.62,-2249,510947,-2986,737,0.0,513196,-2249,-0.44
2020-11-09,India,37119,450,41449,46707,-9588,-20.53,8590312,8553193,37119,0.43,491,-41,-8.35,127107,126657,450,0.36,48465,-7016,-14.48,7957038,7915589,41449,0.52,-4780,506167,-2249,-2531,0.0,510947,-4780,-0.94
2020-11-10,India,44724,511,54639,37119,7605,20.49,8635036,8590312,44724,0.52,450,61,13.56,127618,127107,511,0.4,41449,13190,31.82,8011677,7957038,54639,0.69,-10426,495741,-4780,-5646,0.0,506167,-10426,-2.06
2020-11-11,India,48285,550,52704,44724,3561,7.96,8683321,8635036,48285,0.56,511,39,7.63,128168,127618,550,0.43,54639,-1935,-3.54,8064381,8011677,52704,0.66,-4969,490772,-10426,5457,0.0,495741,-4969,-1.0
